,工作名称,公司名称,公司规模,公司性质,月薪,工作经验,招聘人数,最低学历,工作性质,五险一金,带薪休假,员工旅游,周末双休,弹性工作,餐补,交通补助,年底双薪,股票期权
8827,销售总监,越亮传奇科技股份有限公司 ,500-999人,合资,12000.0,3-5年,1,大专,全职,True,False,False,False,False,True,False,False,False
8828,销售总监,北京佳诚医药有限公司 ,100-499人,民营,17500.5,5-10年,1,本科,全职,False,False,False,False,False,False,True,False,False
8829,销售区域经理,北京蒙德纳科技发展有限公司 ,20-99人,民营,6000.0,1-3年,2,大专,全职,True,False,False,False,False,False,False,False,False
8830,金融销售总监,北京云冉投资基金管理有限公司 ,20人以下,其它,25000.5,3-5年,1,本科,全职,True,False,False,False,True,False,False,False,False
8831,北京分公司经理,北京中经博大基金管理有限公司 ,20-99人,民营,125000.5,1-3年,1,大专,全职,True,False,True,True,False,True,False,False,False
8832,门店运营总监（零售行业优先）,易鑫集团 ,1000-9999人,上市公司,40000.5,10年以上,1,本科,全职,True,False,False,True,False,True,True,False,False
8833,急聘——教育区域总监,北京永恒信业科技有限公司 ,20-99人,民营,9000.5,3-5年,5,大专,全职,False,False,False,False,True,True,True,False,False
8834,区域销售总监,北京云舒写教育科技有限公司 ,500-999人,民营,12500.5,3-5年,1,本科,全职,True,False,False,False,False,False,False,False,False
8835,安防行业销售经理,北京星客合创信息科技研究院(有限合伙) ,20-99人,民营,10000.0,5-10年,10,大专,全职,True,False,False,True,False,False,False,True,False
8836,销售总监,北京盛世光年广告有限公司 ,20-99人,股份制企业,11500.0,3-5年,1,大专,全职,True,False,False,True,True,True,False,False,False
8837,储备大区经理,北京威克多制衣中心 ,1000-9999人,民营,40000.5,10年以上,1,本科,全职,True,False,True,False,False,True,False,True,False
8838,营业部总经理,北京悟金藏资产管理有限公司 ,500-999人,股份制企业,25000.5,5-10年,1,大专,全职,True,False,False,False,True,False,False,False,False
8839,区域销售经理,北京悦材网络科技有限公司 ,20-99人,民营,12500.5,1-3年,15,大专,全职,True,False,True,False,False,True,False,False,False
8840,大区经理,酱习河北酒业销售有限公司 ,100-499人,民营,12500.5,3-5年,1,大专,全职,True,False,False,False,False,True,True,False,False
8841,发行区域经理,北京双螺旋文化交流有限公司 ,20-99人,民营,6000.0,1-3年,3,大专,全职,True,False,False,True,True,True,False,True,False
8842,营销副总,北京万方云科技有限公司 ,100-499人,上市公司,22500.0,3-5年,1,本科,全职,True,False,True,False,False,False,False,False,False
8843,销售总监,戴尔曼德(北京)设备有限公司 ,20人以下,民营,10000.0,3-5年,5,不限,全职,True,False,False,True,False,False,False,False,False
8844,大区经理/区域经理,北京易德筑科技有限公司 ,100-499人,民营,7500.0,5-10年,1,大专,全职,False,False,False,True,False,False,False,False,False
8845,大区经理,北京金福腾科技有限公司 ,100-499人,民营,9000.5,5-10年,5,大专,全职,True,False,False,False,False,False,False,False,False
8846,团队经理,联联资本有限公司 ,100-499人,国企,25000.5,5-10年,1,本科,全职,True,False,True,True,False,False,False,False,False
8847,院校渠道合作经理,智朗瑞博(北京)科技有限公司 ,20-99人,民营,12500.5,1-3年,3,大专,全职,True,False,False,True,False,True,True,False,False
8848,区域销售总监,北京来为科技股份有限公司 ,20-99人,股份制企业,17500.5,不限,3,不限,全职,True,False,True,False,True,False,False,False,True
8849,销售总监,北京来为科技股份有限公司 ,20-99人,股份制企业,17500.5,5-10年,5,大专,全职,True,False,False,True,True,False,False,True,False
8850,省级区域经理（广西）,加仑特石油化工(北京)有限公司 ,100-499人,民营,6000.0,5-10年,1,大专,全职,False,False,True,False,True,False,False,False,False
8851,区域招商总监（K12领域）,北京卓育英才教育科技有限公司 ,100-499人,民营,22500.0,5-10年,1,本科,全职,True,False,True,False,True,False,False,False,True
8852,车用润滑油大区销售总监,联合石化(广州)有限公司 ,20-99人,合资,9000.5,5-10年,1,大专,全职,True,False,False,False,True,False,False,False,True
8853,充电桩设备营销总监,北汽特来电(北京)新能源科技有限公司 ,1000-9999人,上市公司,12500.5,5-10年,1,不限,全职,False,False,False,False,False,False,False,False,False
8854,销售总监,牟特科技(北京)有限公司 ,20-99人,股份制企业,12500.5,5-10年,1,本科,全职,True,False,False,True,False,False,False,True,False
8855,华南片区销售总监（药业）,北京康益药业有限公司 ,20-99人,民营,40000.5,5-10年,1,大专,全职,True,False,True,False,True,False,True,False,False
8856,区域总监,欧亚绿邦(北京)科技有限公司 ,20-99人,民营,25000.0,3-5年,2,不限,全职,False,False,True,False,False,False,True,False,False
8857,销售总监,中铁保险经纪有限责任公司北京分公司 ,20-99人,民营,17500.5,5-10年,1,大专,全职,True,False,False,False,False,True,True,True,False
8858,区域经理（华中）,北京网库信息技术股份有限公司 ,1000-9999人,上市公司,11500.0,5-10年,1,大专,全职,True,False,False,True,False,True,True,False,True
8859,财富中心总经理,北京微动利基金销售有限公司 ,500-999人,民营,30000.0,5-10年,5,本科,全职,True,False,False,False,False,True,False,False,False
8860,旅游景区营销总监,兴化市爱家千垛景区旅游管理有限公司 ,1000-9999人,民营,15000.0,5-10年,1,大专,全职,False,False,False,False,False,False,False,False,False
8861,区域站负责人,时尚美空网络文化传播股份有限公司 ,100-499人,民营,37500.0,5-10年,1,大专,全职,True,False,False,False,False,False,False,True,False
8862,销售总监,智搜天机(北京)信息技术有限公司 ,20人以下,民营,20000.0,3-5年,1,大专,全职,True,False,False,False,True,False,True,True,False
8863,区域经理,北京纽曼腾飞科技有限公司 ,500-999人,民营,7000.5,1-3年,1,大专,全职,False,False,False,False,False,False,False,False,False
8864,营销总监,兴化市爱家千垛景区旅游管理有限公司 ,1000-9999人,民营,15000.0,5-10年,10,大专,全职,False,False,False,False,False,False,False,False,False
8865,业务合伙人（全国区域）,中铁保险经纪有限责任公司北京分公司 ,20-99人,民营,40000.0,10年以上,10,大专,全职,True,False,False,False,False,True,True,True,False
8866,区域销售总监,北京清幼教育科技有限公司 ,20-99人,股份制企业,75000.0,1-3年,10,本科,全职,True,False,False,True,False,False,False,False,False
8867,营销总监,北京艺荣荣文化传播有限公司 ,20人以下,民营,11500.0,3-5年,1,本科,全职,True,False,True,True,False,False,False,False,False
8868,战略合作部负责人,时尚美空网络文化传播股份有限公司 ,100-499人,民营,37500.0,5-10年,1,本科,全职,True,False,False,False,False,False,False,True,False
8869,销售总监,见心堂(北京)科贸有限公司 ,20-99人,股份制企业,40000.5,3-5年,1,本科,全职,True,False,False,False,False,False,False,False,False
8870,区域销售总监（网络信息安全服务）,北京红戎信安技术有限公司 ,20-99人,民营,12500.5,3-5年,1,本科,全职,True,False,False,False,False,True,True,False,False
8871,运营大区经理,北京卡乐花儿舞蹈培训中心 ,20-99人,民营,11500.0,不限,3,大专,全职,False,False,False,False,True,False,False,True,False
8872,售电业务代理（售电北京市代理）,深圳鹏达信能源环保科技有限公司 ,20-99人,民营,125000.5,不限,1,不限,全职,True,False,True,True,False,False,False,False,False
8873,营销总监,北京黎马敦太平洋包装有限公司 ,100-499人,合资,12500.0,3-5年,3,大专,全职,True,False,False,False,False,False,False,False,False
8874,区域销售总监,北京东方润泽生态科技股份有限公司 ,100-499人,上市公司,12500.5,5-10年,1,大专,全职,True,False,False,False,False,True,False,True,False
8875,高薪诚聘/北美海外房产业务总监,北京通达环宇投资咨询有限公司 ,20-99人,股份制企业,25000.5,5-10年,1,本科,全职,False,False,False,True,False,True,False,False,False
8876,区域总监+五险+双休,北京至诚汇金投资咨询有限公司 ,500-999人,股份制企业,40000.0,5-10年,1,大专,全职,True,False,True,True,False,False,False,False,False
8877,华北区域销售总监,北京豪迈生物工程股份有限公司 ,20-99人,民营,17500.5,5-10年,1,本科,全职,True,False,True,True,True,True,False,True,False
8878,区域销售经理,北京德瑞恩钻石有限公司 ,1000-9999人,民营,17500.5,5-10年,1,不限,全职,True,False,False,False,False,True,False,False,False
8879,销售总监,才兴邦科技有限公司 ,20-99人,民营,17500.0,5-10年,1,大专,全职,True,False,False,False,True,True,False,True,True
8880,销区经理,北京机械工业自动化研究所有限公司 ,500-999人,国企,15000.0,3-5年,1,本科,校园,True,False,False,False,False,True,True,False,False
8881,销售总监,北京中投互贸投资有限公司 ,20-99人,保密,12000.0,1-3年,6,本科,全职,False,False,False,False,False,False,False,False,False
8882,销售总监,北京龙昕经济信息咨询有限公司 ,20-99人,民营,20000.0,5-10年,1,本科,全职,True,False,False,True,False,True,False,False,False
8883,销售总监,北京富迪伟业科技有限公司 ,20-99人,民营,9000.5,1-3年,1,不限,全职,False,False,True,False,False,True,True,False,False
8884,销售总监,北京橙明科技有限公司 ,20-99人,民营,17500.5,3-5年,1,大专,全职,True,False,True,True,True,False,False,True,False
8885,区域总监,首成联合资本管理(北京)有限公司 ,100-499人,民营,25000.5,3-5年,2,本科,全职,True,False,True,True,True,False,False,False,False
8886,区域经理,中汇五通(北京)信息管理咨询有限公司 ,100-499人,民营,25000.5,5-10年,1,大专,全职,False,False,False,False,False,False,False,False,False
8887,销售总监,越亮传奇科技股份有限公司 ,500-999人,合资,12000.0,3-5年,1,大专,全职,True,False,False,False,False,True,False,False,False
8888,销售总监,北京佳诚医药有限公司 ,100-499人,民营,17500.5,5-10年,1,本科,全职,False,False,False,False,False,False,True,False,False
8889,销售区域经理,北京蒙德纳科技发展有限公司 ,20-99人,民营,6000.0,1-3年,2,大专,全职,True,False,False,False,False,False,False,False,False
8890,金融销售总监,北京云冉投资基金管理有限公司 ,20人以下,其它,25000.5,3-5年,1,本科,全职,True,False,False,False,True,False,False,False,False
8891,北京分公司经理,北京中经博大基金管理有限公司 ,20-99人,民营,125000.5,1-3年,1,大专,全职,True,False,True,True,False,True,False,False,False
8892,门店运营总监（零售行业优先）,易鑫集团 ,1000-9999人,上市公司,40000.5,10年以上,1,本科,全职,True,False,False,True,False,True,True,False,False
8893,急聘——教育区域总监,北京永恒信业科技有限公司 ,20-99人,民营,9000.5,3-5年,5,大专,全职,False,False,False,False,True,True,True,False,False
8894,区域销售总监,北京云舒写教育科技有限公司 ,500-999人,民营,12500.5,3-5年,1,本科,全职,True,False,False,False,False,False,False,False,False
8895,安防行业销售经理,北京星客合创信息科技研究院(有限合伙) ,20-99人,民营,10000.0,5-10年,10,大专,全职,True,False,False,True,False,False,False,True,False
8896,销售总监,北京盛世光年广告有限公司 ,20-99人,股份制企业,11500.0,3-5年,1,大专,全职,True,False,False,True,True,True,False,False,False
8897,储备大区经理,北京威克多制衣中心 ,1000-9999人,民营,40000.5,10年以上,1,本科,全职,True,False,True,False,False,True,False,True,False
8898,营业部总经理,北京悟金藏资产管理有限公司 ,500-999人,股份制企业,25000.5,5-10年,1,大专,全职,True,False,False,False,True,False,False,False,False
8899,区域销售经理,北京悦材网络科技有限公司 ,20-99人,民营,12500.5,1-3年,15,大专,全职,True,False,True,False,False,True,False,False,False
8900,大区经理,酱习河北酒业销售有限公司 ,100-499人,民营,12500.5,3-5年,1,大专,全职,True,False,False,False,False,True,True,False,False
8901,营销副总,北京万方云科技有限公司 ,100-499人,上市公司,22500.0,3-5年,1,本科,全职,True,False,True,False,False,False,False,False,False
8902,发行区域经理,北京双螺旋文化交流有限公司 ,20-99人,民营,6000.0,1-3年,3,大专,全职,True,False,False,True,True,True,False,True,False
